Idade,Gênero,Série,Média de Notas,Frequência,Participação em Atividades Extracurriculares,Motivo da Evasão,Renda Familiar,Localização
17,Masculino,1,7.8,55.5%,Sim,0,3741,Rural
18,Masculino,2,8.2,56.7%,Não,Problemas Familiares,4211,Rural
14,Masculino,1,6.0,55.1%,Sim,0,3047,Rural
18,Feminino,2,6.8,51.3%,Não,Falta de Apoio Familiar,3913,Urbana
17,Feminino,1,7.0,81.5%,Sim,Problemas Familiares,3314,Urbana
17,Masculino,3,8.9,58.8%,Não,0,1273,Urbana
14,Masculino,1,8.8,86.3%,Sim,0,4635,Rural
14,Feminino,2,7.4,94.3%,Não,0,2834,Urbana
17,Masculino,2,5.6,64.5%,Sim,0,4246,Urbana
15,Feminino,1,6.8,51.5%,Sim,Falta de Interesse,1126,Rural
19,Masculino,3,8.8,61.5%,Sim,0,4025,Rural
14,Feminino,3,6.5,50.6%,Sim,Problemas Financeiros,1133,Urbana
14,Masculino,2,5.4,55.5%,Não,0,3036,Urbana
15,Feminino,1,5.0,51.2%,Não,0,3865,Rural
19,Feminino,2,6.9,88.9%,Sim,0,2145,Urbana
14,Masculino,2,9.2,81.3%,Não,0,2153,Urbana
14,Masculino,1,8.5,69.1%,Não,0,4288,Urbana
15,Feminino,1,6.5,96.0%,Não,Problemas Financeiros,3899,Rural
19,Feminino,2,7.0,68.0%,Não,0,3192,Urbana
16,Masculino,2,5.6,76.5%,Sim,0,1708,Rural
16,Masculino,1,9.5,56.2%,Sim,0,4449,Rural
17,Masculino,3,7.8,71.6%,Não,0,2110,Urbana
15,Masculino,1,8.3,65.3%,Não,Outros,3772,Rural
19,Masculino,1,9.6,96.3%,Não,Problemas Financeiros,1119,Urbana
19,Feminino,1,7.9,93.8%,Não,Problemas de Saúde,3610,Rural
16,Feminino,1,7.8,87.2%,Sim,0,3013,Urbana
19,Feminino,3,8.4,75.5%,Não,0,1021,Urbana
16,Masculino,3,9.0,67.6%,Não,Problemas Familiares,2196,Rural
19,Feminino,2,6.6,61.2%,Não,Problemas Financeiros,3271,Urbana
19,Feminino,2,8.2,85.4%,Sim,Falta de Apoio Escolar,3571,Rural
18,Masculino,3,9.6,82.3%,Sim,Outros,1980,Rural
18,Masculino,2,5.4,73.5%,Sim,0,1260,Urbana
19,Feminino,3,5.6,95.7%,Não,Problemas Familiares,4832,Urbana
19,Masculino,1,9.1,62.9%,Não,0,3746,Urbana
14,Masculino,1,8.3,92.5%,Sim,0,1355,Rural
17,Masculino,1,7.0,78.4%,Não,0,4627,Rural
16,Feminino,2,7.4,95.0%,Sim,0,1618,Urbana
15,Masculino,1,9.1,63.3%,Sim,0,4679,Rural
18,Feminino,1,7.7,80.6%,Sim,Falta de Interesse,4236,Rural
14,Masculino,3,5.9,76.9%,Não,0,1907,Urbana
14,Feminino,3,7.0,52.3%,Sim,Problemas Financeiros,3235,Rural
16,Feminino,3,6.4,77.2%,Sim,Falta de Apoio Familiar,1730,Rural
19,Masculino,2,5.6,78.9%,Não,Falta de Apoio Familiar,895,Urbana
17,Masculino,2,5.6,99.3%,Não,0,865,Rural
18,Feminino,1,6.6,78.6%,Sim,Falta de Apoio Familiar,4989,Urbana
14,Feminino,3,7.9,87.7%,Sim,Problemas Financeiros,1528,Rural
14,Masculino,3,5.9,83.5%,Não,Falta de Apoio Familiar,1543,Urbana
19,Feminino,3,9.8,95.2%,Sim,Problemas Familiares,1019,Urbana
18,Masculino,3,6.5,91.6%,Não,0,3650,Urbana
16,Feminino,3,6.3,75.3%,Sim,0,3510,Urbana
19,Masculino,1,7.5,60.2%,Não,0,2032,Rural
16,Masculino,1,5.8,72.6%,Não,0,3181,Urbana
19,Masculino,1,8.7,70.4%,Sim,0,2097,Rural
15,Feminino,3,7.4,98.9%,Sim,0,2821,Urbana
18,Masculino,3,8.0,95.1%,Sim,0,1075,Urbana
14,Feminino,2,6.8,96.3%,Sim,0,2157,Rural
18,Masculino,3,7.3,90.3%,Não,Outros,2228,Urbana
19,Feminino,2,9.7,96.5%,Não,Falta de Apoio Familiar,1820,Rural
17,Feminino,1,7.5,99.6%,Não,Problemas de Saúde,2384,Rural
17,Feminino,2,8.2,61.0%,Sim,0,3941,Rural
15,Feminino,1,8.9,69.6%,Não,0,1327,Urbana
15,Masculino,1,5.6,93.0%,Sim,Problemas de Saúde,1335,Urbana
17,Masculino,1,8.5,80.7%,Não,0,3586,Rural
18,Feminino,2,9.2,80.9%,Sim,Falta de Apoio Familiar,1497,Rural
19,Feminino,2,10.0,81.8%,Sim,Problemas de Saúde,3627,Rural
17,Masculino,2,9.1,59.1%,Sim,0,3284,Urbana
15,Feminino,1,5.0,53.7%,Sim,Outros,3947,Rural
16,Feminino,1,8.6,50.5%,Sim,0,4151,Rural
17,Masculino,2,6.5,52.5%,Sim,Problemas de Saúde,949,Rural
18,Masculino,1,10.0,71.8%,Sim,0,4289,Rural
14,Feminino,3,9.5,82.5%,Sim,Problemas Financeiros,4861,Rural
14,Feminino,3,7.3,75.7%,Não,0,1170,Rural
16,Feminino,2,9.6,89.3%,Sim,Problemas de Saúde,4806,Rural
18,Feminino,2,9.7,82.4%,Não,0,2027,Rural
16,Masculino,1,7.9,93.5%,Sim,Falta de Interesse,2906,Rural
19,Feminino,1,5.9,66.4%,Sim,0,3860,Urbana
14,Feminino,3,6.4,80.6%,Não,0,1350,Rural
16,Masculino,2,6.5,51.7%,Não,Problemas Familiares,2133,Rural
15,Feminino,3,5.4,54.8%,Não,0,4578,Urbana
15,Feminino,3,8.8,99.9%,Sim,0,3771,Urbana
14,Feminino,1,5.9,67.7%,Sim,Problemas Financeiros,1161,Urbana
14,Feminino,3,8.8,52.6%,Não,Outros,1763,Rural
14,Masculino,3,5.4,69.7%,Sim,Problemas Familiares,3835,Urbana
16,Feminino,3,10.0,96.1%,Sim,0,1900,Rural
18,Masculino,3,7.7,80.9%,Não,Outros,4387,Urbana
14,Feminino,3,9.3,96.8%,Não,Problemas Familiares,4618,Rural
14,Feminino,2,7.2,56.0%,Não,Falta de Apoio Escolar,2886,Urbana
18,Feminino,2,7.7,70.0%,Não,0,4011,Urbana
17,Feminino,3,5.4,79.2%,Não,Falta de Interesse,1664,Rural
15,Feminino,1,6.7,84.5%,Sim,Problemas Financeiros,1589,Urbana
17,Feminino,1,8.1,81.2%,Não,Falta de Apoio Familiar,808,Rural
15,Feminino,3,7.4,73.2%,Não,Problemas Familiares,1336,Urbana
18,Feminino,3,6.5,59.0%,Não,Outros,3514,Urbana
19,Masculino,3,8.7,58.5%,Não,Problemas Financeiros,825,Rural
18,Feminino,1,6.4,52.2%,Sim,0,1039,Rural
16,Masculino,1,9.5,70.1%,Sim,Falta de Apoio Escolar,2437,Rural
19,Feminino,2,8.7,65.9%,Não,0,1207,Urbana
14,Masculino,3,9.0,75.6%,Sim,0,2596,Rural
15,Feminino,3,6.8,55.8%,Não,Falta de Interesse,1094,Rural
16,Feminino,2,8.5,82.6%,Não,0,4164,Rural
19,Feminino,1,9.2,50.2%,Sim,0,3045,Rural
14,Masculino,2,8.4,55.9%,Sim,Outros,3781,Urbana
18,Feminino,3,5.5,71.9%,Não,Problemas Financeiros,4305,Rural
18,Feminino,3,6.7,69.6%,Sim,0,1289,Urbana
16,Feminino,2,9.0,97.7%,Não,0,2750,Urbana
19,Masculino,1,6.0,72.3%,Não,0,3823,Rural
16,Feminino,3,7.6,79.5%,Sim,0,3342,Urbana
16,Feminino,2,8.4,70.2%,Sim,Problemas Familiares,2950,Urbana
15,Feminino,1,9.2,72.5%,Não,Outros,2767,Urbana
17,Feminino,3,5.3,50.1%,Sim,Problemas Financeiros,4938,Rural
19,Feminino,1,6.5,50.7%,Sim,Falta de Interesse,2202,Urbana
17,Feminino,2,5.1,55.0%,Sim,Falta de Apoio Escolar,4711,Urbana
14,Feminino,1,6.2,90.1%,Sim,Problemas Familiares,1441,Urbana
17,Feminino,2,9.0,93.0%,Sim,0,3593,Urbana
15,Masculino,2,7.6,96.1%,Sim,0,3075,Rural
14,Feminino,1,9.2,75.4%,Não,0,3856,Urbana
14,Feminino,3,7.2,95.3%,Sim,0,3477,Urbana
18,Masculino,2,7.3,65.3%,Sim,Outros,4932,Rural
16,Masculino,1,5.1,50.8%,Não,Problemas Familiares,2072,Rural
16,Masculino,1,9.9,77.1%,Não,Falta de Apoio Escolar,3265,Rural
16,Feminino,3,7.2,50.6%,Não,Falta de Interesse,4397,Urbana
14,Masculino,3,6.3,61.4%,Sim,0,1203,Rural
19,Feminino,1,8.1,52.5%,Não,Problemas de Saúde,2677,Rural
14,Masculino,3,7.4,60.1%,Sim,0,1354,Urbana
19,Feminino,1,7.4,53.8%,Sim,Falta de Interesse,1332,Rural
18,Masculino,3,8.5,74.2%,Sim,Falta de Apoio Familiar,3137,Urbana
19,Masculino,2,5.8,64.4%,Sim,0,3617,Urbana
19,Masculino,1,9.6,99.6%,Não,0,1601,Rural
18,Masculino,3,5.2,63.7%,Sim,0,2412,Rural
14,Masculino,1,8.7,90.7%,Não,0,4130,Urbana
15,Feminino,2,7.2,81.9%,Sim,0,2512,Rural
18,Feminino,1,8.3,64.5%,Sim,0,1955,Rural
18,Feminino,1,8.7,57.8%,Sim,0,1109,Urbana
19,Feminino,1,9.7,99.1%,Sim,0,2952,Rural
15,Masculino,3,8.8,57.0%,Sim,0,2591,Urbana
16,Feminino,2,5.4,55.2%,Não,0,4716,Rural
17,Feminino,1,6.4,59.2%,Não,Problemas de Saúde,2863,Rural
16,Masculino,3,7.9,77.0%,Sim,0,1745,Rural
17,Feminino,3,9.7,94.2%,Sim,0,2955,Urbana
15,Feminino,2,9.4,89.7%,Sim,0,866,Rural
18,Feminino,1,7.1,72.7%,Não,0,3024,Urbana
16,Feminino,2,9.1,96.6%,Não,Problemas de Saúde,4935,Urbana
17,Masculino,2,5.1,96.7%,Não,Problemas de Saúde,2752,Rural
17,Feminino,2,7.2,57.0%,Sim,0,2584,Rural
15,Masculino,2,8.4,95.8%,Não,0,2820,Urbana
14,Feminino,3,7.8,64.6%,Sim,0,2714,Urbana
14,Feminino,1,7.0,62.1%,Não,Falta de Interesse,2120,Urbana
16,Feminino,2,7.2,97.0%,Sim,0,1647,Urbana
16,Masculino,2,5.1,89.1%,Não,0,4986,Urbana
18,Masculino,1,7.5,56.5%,Não,Falta de Apoio Familiar,3978,Urbana
18,Feminino,1,6.9,53.9%,Sim,Falta de Apoio Escolar,4808,Urbana
16,Masculino,2,7.9,88.1%,Não,0,2206,Rural
19,Masculino,3,8.9,61.2%,Não,0,4103,Rural
18,Masculino,3,9.9,66.0%,Não,0,1106,Rural
19,Feminino,2,6.5,65.6%,Não,0,2806,Urbana
16,Masculino,2,9.8,94.2%,Sim,0,3444,Rural
14,Feminino,2,9.8,71.8%,Não,Problemas Familiares,2857,Rural
16,Masculino,1,5.0,71.3%,Não,Outros,2550,Urbana
14,Masculino,2,9.5,99.5%,Não,0,3061,Rural
14,Feminino,3,6.5,89.9%,Não,Problemas de Saúde,4249,Rural
18,Feminino,2,6.3,92.3%,Sim,Falta de Apoio Escolar,4613,Urbana
17,Masculino,2,9.6,79.9%,Não,0,4937,Rural
19,Feminino,3,6.1,51.2%,Sim,0,3134,Urbana
14,Masculino,2,5.5,65.1%,Sim,Outros,1416,Urbana
17,Feminino,2,9.0,83.3%,Não,Falta de Apoio Familiar,3503,Rural
16,Feminino,1,9.3,69.4%,Sim,Problemas Familiares,1432,Urbana
19,Masculino,1,8.1,56.1%,Sim,Problemas de Saúde,2919,Urbana
15,Masculino,2,8.1,67.0%,Sim,Problemas Familiares,3277,Rural
16,Masculino,3,9.6,60.0%,Sim,Falta de Interesse,2766,Urbana
14,Masculino,1,8.5,99.8%,Não,Falta de Apoio Familiar,1366,Urbana
16,Feminino,2,9.0,86.6%,Sim,0,4062,Rural
19,Feminino,1,5.2,96.6%,Sim,Problemas de Saúde,2504,Urbana
17,Masculino,1,5.3,69.3%,Sim,Falta de Apoio Escolar,1238,Urbana
15,Masculino,2,5.8,67.8%,Sim,0,2440,Rural
18,Feminino,2,7.1,91.3%,Não,0,2229,Urbana
19,Masculino,2,7.4,62.9%,Sim,Problemas de Saúde,4093,Urbana
17,Feminino,2,9.2,68.6%,Não,Problemas de Saúde,4390,Rural
14,Masculino,1,8.0,80.6%,Não,Outros,3478,Rural
15,Feminino,1,5.9,63.1%,Sim,0,3981,Rural
14,Feminino,3,7.5,93.9%,Sim,Falta de Apoio Escolar,2197,Urbana
17,Feminino,3,6.9,75.5%,Sim,0,1606,Urbana
15,Masculino,2,8.2,84.1%,Sim,0,3046,Urbana
16,Feminino,1,7.7,66.3%,Não,Problemas de Saúde,3207,Rural
17,Masculino,2,6.3,96.6%,Sim,Problemas de Saúde,1103,Urbana
14,Masculino,3,8.8,91.6%,Não,Falta de Apoio Familiar,1416,Urbana
17,Masculino,2,6.1,97.6%,Não,0,4757,Rural
15,Masculino,2,9.7,99.0%,Não,0,3610,Urbana
17,Feminino,1,8.0,61.7%,Não,0,3881,Urbana
15,Feminino,3,9.7,57.8%,Sim,Outros,4982,Urbana
19,Feminino,3,8.1,88.4%,Não,0,2557,Rural
14,Feminino,1,5.6,54.6%,Não,Problemas Financeiros,3354,Urbana
19,Feminino,3,9.3,89.7%,Não,Falta de Interesse,1918,Urbana
15,Masculino,3,5.0,65.5%,Sim,0,3277,Rural
14,Feminino,3,5.7,67.9%,Sim,0,3027,Rural
18,Masculino,3,7.2,66.9%,Sim,0,821,Rural
18,Masculino,3,7.0,87.2%,Não,Problemas de Saúde,3183,Urbana
18,Masculino,1,8.2,53.2%,Não,0,3049,Urbana
19,Masculino,3,8.3,89.4%,Não,0,4724,Urbana
19,Masculino,3,5.5,55.9%,Não,0,822,Rural
16,Masculino,3,9.1,85.7%,Sim,0,1079,Rural
19,Masculino,2,5.2,71.4%,Não,0,4315,Rural
18,Masculino,3,7.6,75.4%,Não,Falta de Apoio Escolar,1926,Urbana
17,Masculino,1,5.2,59.2%,Sim,0,3621,Urbana
18,Masculino,3,7.3,52.1%,Sim,0,2988,Urbana
15,Feminino,3,7.9,98.8%,Sim,0,1165,Urbana
14,Feminino,2,7.6,60.1%,Sim,0,984,Urbana
18,Feminino,1,7.1,82.5%,Sim,0,4749,Urbana
15,Feminino,2,7.5,84.2%,Não,0,4445,Rural
19,Masculino,2,5.1,69.8%,Não,0,4630,Rural
17,Feminino,1,9.8,72.2%,Sim,Falta de Interesse,2224,Urbana
16,Masculino,3,7.7,55.5%,Sim,0,2519,Urbana
14,Feminino,1,9.3,92.1%,Sim,0,3784,Urbana
19,Feminino,3,6.5,81.0%,Não,0,2045,Rural
14,Masculino,1,8.8,64.7%,Não,Problemas de Saúde,2651,Urbana
16,Masculino,3,6.5,60.9%,Sim,0,3755,Rural
15,Masculino,3,5.4,60.4%,Não,Falta de Interesse,3727,Urbana
19,Masculino,3,6.4,98.3%,Não,Falta de Apoio Familiar,4272,Rural
19,Feminino,3,8.1,93.3%,Sim,Problemas Financeiros,2198,Rural
19,Masculino,2,5.9,97.4%,Não,0,3224,Urbana
16,Masculino,2,5.2,77.7%,Não,0,4387,Urbana
14,Masculino,2,9.3,86.8%,Sim,0,3258,Rural
14,Masculino,1,7.8,60.0%,Sim,Problemas Financeiros,3124,Urbana
19,Masculino,1,7.8,54.7%,Sim,0,1511,Urbana
14,Feminino,1,8.1,79.3%,Sim,0,3616,Rural
14,Masculino,1,8.0,88.8%,Sim,0,2745,Rural
15,Masculino,3,5.9,55.0%,Não,Problemas Familiares,4807,Urbana
16,Masculino,1,9.6,77.4%,Sim,0,2301,Urbana
15,Feminino,2,5.2,88.0%,Não,Outros,4694,Rural
14,Masculino,3,5.6,71.2%,Sim,Falta de Apoio Familiar,3044,Rural
18,Feminino,2,8.1,75.7%,Sim,Falta de Apoio Familiar,2131,Rural
14,Masculino,2,8.9,67.9%,Não,0,3231,Rural
14,Masculino,3,8.1,52.7%,Não,Falta de Interesse,1438,Urbana
16,Feminino,2,7.2,69.9%,Sim,Problemas Familiares,4785,Urbana
17,Masculino,1,6.1,92.3%,Não,Falta de Interesse,979,Rural
17,Feminino,1,7.9,61.6%,Não,0,1428,Urbana
15,Feminino,2,7.8,93.2%,Sim,Problemas Financeiros,1811,Urbana
16,Feminino,3,5.5,91.1%,Não,0,4828,Urbana
16,Feminino,1,6.0,76.8%,Sim,0,4392,Rural
15,Masculino,2,9.7,93.3%,Sim,Problemas Familiares,4798,Rural
15,Masculino,2,5.2,95.7%,Sim,0,1386,Rural
15,Feminino,1,6.5,79.4%,Sim,Problemas Familiares,4030,Urbana
18,Masculino,2,5.0,95.6%,Não,0,2239,Urbana
14,Masculino,3,9.5,73.5%,Não,0,4173,Urbana
18,Feminino,1,7.0,63.6%,Sim,Outros,3155,Urbana
16,Masculino,2,9.7,55.7%,Não,0,2350,Rural
18,Feminino,2,10.0,65.7%,Sim,0,4767,Urbana
16,Feminino,2,6.8,97.5%,Sim,Falta de Apoio Familiar,3304,Rural
18,Masculino,2,6.0,88.6%,Sim,0,3107,Urbana
19,Masculino,1,8.9,57.2%,Sim,0,4926,Urbana
17,Feminino,3,8.2,58.8%,Não,0,1709,Rural
15,Feminino,3,7.2,94.4%,Não,0,4322,Urbana
15,Masculino,1,5.2,60.1%,Não,Outros,2898,Urbana
18,Feminino,1,9.2,55.5%,Sim,0,3276,Urbana
18,Masculino,1,6.0,52.2%,Não,0,2194,Rural
17,Masculino,2,7.2,97.3%,Sim,Problemas Familiares,4116,Urbana
14,Masculino,1,6.0,82.8%,Sim,Outros,3355,Rural
19,Masculino,3,8.8,54.7%,Não,Problemas de Saúde,1091,Urbana
19,Feminino,1,6.9,82.8%,Não,Problemas Familiares,1459,Urbana
17,Feminino,1,7.0,86.4%,Sim,Outros,4744,Urbana
16,Masculino,2,9.5,78.7%,Não,Outros,4820,Urbana
17,Masculino,3,5.9,60.9%,Não,0,4125,Rural
15,Masculino,1,5.9,84.7%,Sim,0,1062,Urbana
15,Feminino,2,9.0,85.7%,Sim,Problemas Familiares,1668,Urbana
19,Masculino,3,9.5,63.7%,Não,Problemas Familiares,4429,Urbana
16,Masculino,1,7.7,56.3%,Não,0,914,Urbana
19,Masculino,1,7.1,73.0%,Não,0,3172,Urbana
16,Feminino,1,5.5,76.8%,Sim,0,891,Urbana
17,Feminino,1,5.1,77.2%,Sim,0,2504,Rural
16,Masculino,1,6.4,77.4%,Não,0,1119,Rural
19,Feminino,1,9.0,75.4%,Não,0,4071,Urbana
16,Feminino,3,7.9,85.1%,Não,Falta de Apoio Familiar,1106,Urbana
16,Masculino,1,6.8,62.1%,Não,0,4314,Rural
18,Feminino,1,7.8,79.8%,Sim,Problemas Financeiros,4239,Urbana
17,Feminino,2,6.9,71.3%,Não,0,2893,Rural
17,Masculino,2,8.7,83.7%,Sim,0,3654,Urbana
19,Feminino,3,5.3,92.2%,Não,0,1281,Rural
15,Feminino,3,8.8,64.2%,Não,0,4241,Rural
18,Masculino,1,8.0,82.0%,Sim,Problemas Familiares,2133,Urbana
16,Masculino,3,7.0,51.4%,Sim,0,3290,Rural
15,Feminino,1,5.5,71.9%,Não,Problemas de Saúde,4550,Rural
19,Masculino,2,5.8,52.8%,Sim,0,3275,Rural
14,Masculino,3,6.0,93.0%,Sim,0,4422,Rural
15,Masculino,3,5.3,63.5%,Não,0,2863,Urbana
16,Masculino,1,9.5,80.8%,Sim,0,2838,Urbana
19,Masculino,3,8.9,58.5%,Sim,0,1164,Urbana
15,Masculino,1,9.1,72.1%,Sim,Problemas de Saúde,849,Rural
18,Masculino,2,7.3,60.2%,Sim,0,1924,Urbana
14,Feminino,3,6.7,99.8%,Sim,0,3434,Urbana
14,Feminino,3,6.6,80.1%,Sim,0,2720,Urbana
15,Masculino,1,9.3,58.5%,Sim,Outros,2257,Urbana
15,Masculino,3,9.9,72.1%,Sim,Problemas de Saúde,3242,Rural
19,Feminino,1,7.7,58.0%,Não,0,1733,Rural
17,Feminino,1,9.7,66.8%,Sim,0,4778,Urbana
17,Feminino,2,8.4,97.6%,Sim,Falta de Apoio Escolar,2336,Rural
14,Feminino,2,6.6,93.5%,Sim,0,922,Urbana
17,Feminino,2,8.0,53.3%,Sim,Problemas Financeiros,4374,Rural
18,Masculino,1,5.6,69.5%,Não,0,4372,Urbana
19,Feminino,1,9.4,94.9%,Não,0,2288,Urbana
19,Feminino,2,9.3,84.9%,Não,Falta de Apoio Escolar,4462,Rural
15,Masculino,3,8.1,98.6%,Não,Falta de Apoio Familiar,4656,Urbana
14,Masculino,3,9.7,64.3%,Não,0,3494,Rural
18,Masculino,2,5.4,83.2%,Sim,Problemas Familiares,3460,Urbana
17,Masculino,2,6.1,74.1%,Não,0,2329,Rural
17,Masculino,1,9.7,55.2%,Não,0,4094,Urbana
18,Feminino,3,8.1,97.8%,Sim,0,2518,Rural
18,Masculino,1,8.9,96.7%,Sim,Falta de Apoio Familiar,2027,Rural
17,Feminino,1,9.4,77.0%,Sim,Problemas Financeiros,2615,Urbana
17,Feminino,3,6.7,99.2%,Sim,Falta de Interesse,1122,Rural
15,Feminino,2,5.1,66.3%,Não,Problemas Financeiros,1122,Rural
16,Feminino,1,9.6,65.1%,Sim,0,2117,Urbana
19,Masculino,2,8.3,53.1%,Sim,0,4704,Rural
19,Feminino,2,8.9,67.9%,Não,Problemas Financeiros,2972,Urbana
14,Feminino,1,6.2,72.1%,Não,Falta de Apoio Escolar,4462,Rural
16,Masculino,2,5.7,97.8%,Não,Falta de Apoio Familiar,1001,Rural
17,Feminino,2,7.3,75.2%,Não,Problemas Familiares,1151,Urbana
18,Masculino,3,8.4,94.6%,Não,0,1053,Rural
18,Feminino,1,9.5,68.5%,Sim,0,1617,Urbana
16,Masculino,2,9.6,64.0%,Sim,0,1847,Rural
18,Masculino,2,5.1,64.9%,Sim,0,4840,Rural
14,Feminino,1,8.4,87.8%,Não,Falta de Apoio Familiar,958,Urbana
19,Masculino,1,5.2,66.7%,Não,Problemas de Saúde,3899,Urbana
16,Feminino,1,9.4,60.1%,Não,Problemas Financeiros,1147,Urbana
17,Feminino,2,5.3,67.1%,Sim,Falta de Apoio Familiar,3144,Rural
19,Masculino,2,7.6,60.2%,Não,0,2385,Urbana
15,Masculino,1,6.1,75.0%,Sim,Outros,2198,Rural
16,Masculino,1,6.3,72.7%,Sim,0,1495,Rural
19,Masculino,2,6.3,60.3%,Sim,0,1879,Rural
16,Feminino,3,8.8,73.3%,Sim,Falta de Apoio Familiar,3204,Urbana
16,Masculino,3,6.2,60.1%,Sim,Problemas Financeiros,1870,Urbana
18,Feminino,3,9.2,92.4%,Não,Falta de Interesse,2204,Urbana
14,Feminino,3,5.5,85.5%,Sim,0,3592,Urbana
16,Feminino,2,9.0,72.9%,Sim,Problemas Financeiros,2859,Rural
15,Feminino,1,6.2,56.5%,Não,Falta de Apoio Escolar,2842,Rural
17,Masculino,3,7.9,86.2%,Sim,0,2807,Rural
14,Masculino,3,9.0,60.2%,Sim,Problemas Financeiros,1039,Rural
15,Masculino,3,6.6,50.6%,Não,0,1728,Urbana
14,Feminino,3,7.2,90.1%,Não,Problemas Financeiros,3361,Urbana
18,Feminino,2,5.8,60.6%,Sim,0,1525,Rural
14,Masculino,1,8.5,82.0%,Sim,0,2753,Rural
15,Masculino,1,10.0,96.2%,Não,0,2703,Rural
17,Masculino,2,9.2,56.5%,Sim,Problemas Familiares,3837,Urbana
15,Feminino,2,7.0,94.2%,Sim,Problemas Familiares,2891,Urbana
14,Feminino,1,5.2,94.7%,Não,0,944,Rural
16,Masculino,1,8.4,99.5%,Sim,Problemas Familiares,1882,Rural
15,Masculino,2,6.9,87.2%,Não,Falta de Apoio Escolar,4976,Urbana
14,Feminino,1,6.3,82.7%,Sim,Outros,4687,Rural
19,Masculino,1,7.0,94.1%,Não,0,967,Rural
16,Feminino,2,6.7,51.9%,Não,Outros,4328,Rural
18,Masculino,1,5.9,90.6%,Não,0,4912,Rural
19,Masculino,3,10.0,75.9%,Sim,0,2988,Urbana
19,Feminino,1,9.4,92.4%,Sim,Problemas de Saúde,3382,Rural
17,Masculino,1,8.3,64.6%,Não,Falta de Interesse,1625,Urbana
16,Masculino,2,8.5,60.4%,Não,Falta de Apoio Escolar,2416,Rural
15,Masculino,2,9.2,87.5%,Não,0,4711,Urbana
15,Feminino,3,6.6,92.1%,Não,Falta de Apoio Escolar,3599,Urbana
18,Masculino,3,5.6,52.7%,Não,0,2431,Urbana
16,Masculino,3,6.1,54.1%,Não,0,1875,Urbana
18,Masculino,3,7.2,86.7%,Não,0,2644,Urbana
18,Masculino,3,8.0,57.2%,Não,0,3663,Rural
19,Masculino,2,8.6,74.4%,Não,0,2293,Urbana
18,Masculino,2,7.9,91.1%,Sim,0,4257,Urbana
18,Masculino,3,9.4,60.7%,Sim,0,956,Urbana
17,Feminino,3,5.7,76.6%,Sim,0,1539,Urbana
19,Feminino,3,8.3,89.9%,Não,Falta de Apoio Escolar,1120,Urbana
18,Masculino,1,8.8,75.8%,Sim,0,1048,Urbana
15,Masculino,2,9.3,67.0%,Sim,0,1548,Rural
15,Masculino,2,7.4,82.9%,Sim,Problemas Financeiros,2842,Rural
19,Feminino,3,5.4,75.7%,Não,Outros,3535,Rural
14,Feminino,3,8.7,50.2%,Sim,0,1769,Rural
18,Masculino,3,6.7,69.2%,Não,Outros,3130,Urbana
16,Masculino,1,9.4,88.1%,Não,0,2561,Urbana
19,Masculino,1,7.7,56.9%,Não,0,4777,Rural
19,Masculino,2,5.2,69.9%,Não,Problemas de Saúde,1087,Rural
16,Masculino,2,6.1,95.8%,Sim,0,4249,Rural
15,Feminino,1,7.0,96.1%,Não,Problemas Familiares,3338,Rural
16,Masculino,1,6.7,75.0%,Não,0,873,Urbana
15,Feminino,2,5.8,51.0%,Sim,Falta de Apoio Escolar,1294,Urbana
16,Feminino,3,8.9,82.9%,Sim,0,1335,Urbana
16,Masculino,3,6.6,96.1%,Não,0,888,Urbana
18,Masculino,2,9.9,71.9%,Sim,Outros,3373,Rural
19,Masculino,2,5.2,53.8%,Sim,0,4841,Rural
14,Feminino,3,5.8,84.6%,Não,Problemas Financeiros,2255,Urbana
16,Feminino,3,5.3,78.0%,Sim,Falta de Apoio Familiar,3764,Urbana
15,Feminino,1,7.7,56.9%,Não,0,2574,Urbana
19,Masculino,3,5.2,50.9%,Não,0,3950,Urbana
17,Feminino,2,6.7,54.7%,Sim,0,3617,Rural
19,Masculino,3,8.1,73.3%,Sim,Falta de Interesse,3351,Rural
15,Masculino,1,6.7,98.6%,Não,0,4625,Rural
14,Feminino,2,7.2,71.3%,Não,Problemas Familiares,4057,Rural
19,Masculino,2,5.6,74.3%,Não,0,3835,Rural
18,Masculino,1,5.0,92.7%,Não,Falta de Interesse,3978,Rural
14,Feminino,1,9.1,94.5%,Não,0,1336,Rural
18,Masculino,2,8.1,67.6%,Sim,0,1513,Rural
18,Feminino,1,8.8,60.7%,Sim,Falta de Apoio Familiar,3535,Urbana
17,Masculino,2,8.8,69.3%,Sim,0,2529,Urbana
19,Masculino,3,8.7,89.4%,Não,0,4931,Rural
18,Feminino,1,6.0,78.8%,Não,0,4204,Rural
19,Feminino,2,6.3,57.9%,Sim,0,4664,Urbana
14,Feminino,2,9.3,81.2%,Sim,Outros,1444,Urbana
19,Feminino,2,5.3,99.2%,Sim,Problemas Financeiros,1851,Rural
16,Masculino,3,8.5,69.9%,Sim,0,2786,Rural
15,Masculino,1,8.6,80.3%,Sim,0,4738,Urbana
15,Feminino,3,9.5,74.8%,Não,Problemas de Saúde,4842,Urbana
17,Masculino,1,8.4,85.4%,Sim,0,4733,Rural
19,Feminino,3,9.9,92.3%,Sim,0,2097,Rural
