Idade,Gênero,Série,Média de Notas,Frequência,Participação em Atividades Extracurriculares,Motivo da Evasão,Renda Familiar,Localização,Evasao
16,Feminino,1,7.8,74.1%,Não,Problemas Familiares,4332,Rural,1
18,Masculino,2,6.2,89.3%,Não,Problemas Financeiros,4604,Rural,1
15,Feminino,2,7.4,96.0%,Não,Problemas Financeiros,3786,Urbana,1
18,Masculino,1,7.4,67.2%,Não,Falta de Interesse,4431,Urbana,1
16,Feminino,3,8.1,77.0%,Não,Problemas de Saúde,2562,Rural,1
17,Masculino,3,6.8,74.6%,Sim,Outros,2554,Rural,1
17,Masculino,3,7.6,56.5%,Sim,0,3659,Urbana,0
16,Feminino,3,7.6,99.3%,Sim,Falta de Apoio Familiar,1550,Urbana,1
18,Feminino,2,6.1,70.7%,Não,Outros,3644,Urbana,1
18,Masculino,3,9.2,81.2%,Sim,Falta de Interesse,898,Urbana,1
15,Feminino,3,6.4,74.9%,Sim,Falta de Apoio Escolar,2471,Urbana,1
17,Masculino,1,9.0,60.1%,Sim,Problemas Familiares,2600,Rural,1
16,Feminino,2,8.3,53.1%,Não,Problemas Familiares,4949,Urbana,1
17,Feminino,3,7.3,77.7%,Sim,Problemas Financeiros,1953,Rural,1
18,Masculino,1,5.4,66.0%,Sim,Falta de Apoio Familiar,4468,Rural,1
16,Masculino,3,6.6,61.3%,Sim,Outros,1253,Urbana,1
15,Masculino,2,9.1,88.2%,Não,Outros,4976,Rural,1
17,Feminino,3,9.8,78.7%,Sim,Problemas de Saúde,3139,Urbana,1
18,Feminino,3,9.2,69.6%,Sim,Problemas Familiares,3768,Urbana,1
15,Masculino,2,8.0,50.9%,Não,Outros,4050,Urbana,1
18,Masculino,2,5.9,85.3%,Não,Problemas Financeiros,3283,Rural,1
18,Feminino,1,9.4,82.4%,Sim,0,3781,Rural,0
17,Masculino,2,7.3,55.5%,Não,Problemas Familiares,1719,Urbana,1
15,Masculino,2,5.8,56.9%,Não,Problemas Familiares,3325,Rural,1
17,Feminino,2,5.9,80.8%,Não,Falta de Interesse,711,Urbana,1
15,Feminino,2,5.7,66.9%,Não,Falta de Apoio Familiar,2770,Urbana,1
16,Feminino,1,5.0,67.5%,Sim,Problemas Financeiros,1056,Urbana,1
15,Feminino,3,9.3,56.4%,Sim,Problemas Familiares,1384,Rural,1
15,Masculino,1,7.8,92.6%,Não,0,4340,Rural,0
16,Masculino,3,7.0,75.9%,Sim,Problemas Familiares,3121,Rural,1
17,Feminino,3,7.8,77.1%,Não,Problemas de Saúde,1300,Urbana,1
16,Feminino,2,8.2,67.3%,Não,Problemas Familiares,4570,Rural,1
18,Feminino,3,9.8,62.1%,Não,Falta de Apoio Familiar,2169,Urbana,1
17,Feminino,2,9.0,87.8%,Não,0,3583,Rural,0
16,Masculino,3,5.4,53.7%,Sim,Falta de Interesse,938,Urbana,1
18,Feminino,3,7.8,65.1%,Sim,Falta de Apoio Familiar,1848,Urbana,1
18,Feminino,3,9.5,57.1%,Sim,Falta de Apoio Familiar,2836,Rural,1
15,Masculino,1,5.9,58.8%,Sim,Falta de Apoio Familiar,2014,Urbana,1
15,Feminino,1,8.8,62.8%,Não,Falta de Apoio Familiar,4886,Rural,1
17,Feminino,1,6.3,55.4%,Não,Falta de Apoio Escolar,3520,Urbana,1
15,Masculino,2,6.6,53.0%,Não,0,4932,Urbana,0
16,Feminino,3,5.7,59.2%,Sim,Problemas Financeiros,1906,Rural,1
18,Feminino,1,7.4,78.5%,Sim,Falta de Apoio Familiar,610,Rural,1
18,Feminino,3,9.8,91.4%,Sim,Falta de Interesse,1494,Urbana,1
17,Masculino,3,5.1,80.0%,Não,Falta de Apoio Escolar,1408,Rural,1
15,Feminino,3,9.9,67.4%,Sim,Problemas Financeiros,3376,Urbana,1
17,Masculino,2,5.3,66.5%,Não,Falta de Interesse,4492,Rural,1
17,Masculino,2,5.3,51.3%,Sim,Outros,4519,Rural,1
16,Feminino,1,5.9,58.6%,Sim,Outros,4642,Rural,1
16,Masculino,2,9.0,65.0%,Sim,Problemas de Saúde,3113,Urbana,1
18,Feminino,2,6.6,98.0%,Sim,Problemas de Saúde,4901,Urbana,1
18,Feminino,1,6.7,69.2%,Sim,0,1517,Urbana,0
15,Feminino,1,6.0,53.4%,Sim,Problemas Familiares,1471,Rural,1
17,Masculino,1,9.2,64.6%,Não,Falta de Apoio Familiar,4480,Rural,1
16,Masculino,3,9.5,89.2%,Sim,Outros,4513,Rural,1
15,Masculino,3,9.3,71.0%,Sim,Falta de Interesse,3610,Urbana,1
16,Feminino,2,8.1,60.7%,Não,Outros,4475,Urbana,1
16,Masculino,2,6.0,88.9%,Não,Outros,952,Rural,1
15,Masculino,1,6.4,90.7%,Não,Problemas Financeiros,1521,Rural,1
18,Masculino,2,7.1,74.3%,Não,0,3644,Urbana,0
17,Feminino,3,8.4,91.9%,Sim,Problemas de Saúde,1967,Rural,1
15,Masculino,1,6.8,55.8%,Não,Problemas Financeiros,1550,Urbana,1
15,Feminino,2,5.9,68.7%,Não,Falta de Interesse,918,Urbana,1
15,Feminino,1,7.0,74.0%,Sim,Problemas de Saúde,3203,Rural,1
16,Feminino,2,6.1,76.2%,Sim,0,2448,Rural,0
16,Feminino,3,6.2,96.9%,Sim,Problemas Financeiros,4480,Rural,1
15,Feminino,2,7.6,99.2%,Não,Problemas Familiares,3595,Urbana,1
16,Masculino,3,9.1,69.2%,Não,0,3158,Urbana,0
17,Feminino,2,6.6,57.1%,Sim,Problemas de Saúde,4141,Rural,1
15,Feminino,2,8.0,50.4%,Sim,Problemas Financeiros,1521,Urbana,1
18,Feminino,2,6.4,68.8%,Sim,Falta de Apoio Familiar,2829,Rural,1
18,Masculino,1,9.6,87.4%,Não,Problemas Financeiros,1208,Rural,1
18,Feminino,3,7.2,85.1%,Não,Problemas de Saúde,653,Urbana,1
15,Masculino,2,7.5,75.1%,Sim,Falta de Interesse,2442,Urbana,1
17,Feminino,1,9.6,54.5%,Sim,Falta de Interesse,3374,Rural,1
18,Feminino,2,7.2,62.2%,Não,Falta de Apoio Familiar,1262,Urbana,1
17,Feminino,3,6.9,90.7%,Sim,0,3843,Rural,0
17,Feminino,2,6.6,78.3%,Não,Falta de Apoio Escolar,4815,Rural,1
16,Masculino,2,8.1,94.7%,Não,Problemas Financeiros,3066,Urbana,1
17,Feminino,3,5.3,89.9%,Não,Falta de Interesse,3037,Urbana,1
16,Masculino,2,8.6,57.7%,Sim,Falta de Apoio Escolar,3550,Urbana,1
18,Masculino,3,8.8,55.7%,Sim,Falta de Apoio Escolar,899,Rural,1
15,Masculino,3,6.5,96.9%,Sim,Problemas Familiares,767,Urbana,1
15,Feminino,2,9.5,80.8%,Não,Problemas Financeiros,829,Rural,1
17,Feminino,2,6.7,80.9%,Sim,Falta de Interesse,2321,Rural,1
15,Masculino,2,9.5,81.8%,Sim,Problemas Financeiros,2493,Rural,1
17,Masculino,2,6.8,97.9%,Sim,0,4702,Urbana,0
18,Feminino,1,8.6,97.0%,Não,Falta de Interesse,4933,Rural,1
18,Feminino,2,6.4,92.3%,Não,Problemas Familiares,1442,Rural,1
16,Masculino,2,8.6,61.0%,Sim,Problemas de Saúde,2212,Rural,1
17,Masculino,2,9.8,96.6%,Não,Falta de Apoio Familiar,3751,Rural,1
17,Masculino,2,9.3,93.6%,Sim,Falta de Apoio Familiar,4951,Urbana,1
16,Masculino,2,6.9,69.2%,Não,Problemas de Saúde,1249,Urbana,1
15,Feminino,3,6.1,68.9%,Não,Outros,3121,Urbana,1
17,Feminino,2,9.2,77.1%,Sim,Falta de Apoio Escolar,3554,Urbana,1
16,Feminino,2,8.4,78.0%,Sim,0,869,Rural,0
16,Feminino,3,5.3,82.0%,Não,Falta de Apoio Familiar,4636,Rural,1
17,Feminino,1,6.7,55.7%,Não,Falta de Interesse,3899,Urbana,1
18,Masculino,1,9.0,91.2%,Não,Outros,2025,Urbana,1
15,Masculino,2,8.1,60.0%,Sim,Problemas Financeiros,3660,Urbana,1
15,Feminino,3,7.6,93.4%,Sim,Outros,1752,Urbana,1
16,Masculino,1,5.0,56.9%,Não,Problemas de Saúde,2882,Urbana,1
16,Feminino,3,6.9,81.4%,Não,Falta de Apoio Familiar,2837,Rural,1
17,Feminino,2,7.5,76.1%,Não,Falta de Apoio Familiar,1978,Rural,1
15,Masculino,3,9.0,53.7%,Sim,Falta de Interesse,1990,Rural,1
17,Feminino,2,8.0,66.4%,Sim,Problemas Familiares,3037,Rural,1
15,Feminino,1,8.5,98.8%,Sim,Problemas Financeiros,4395,Urbana,1
17,Feminino,3,8.6,77.3%,Sim,Falta de Apoio Familiar,2399,Urbana,1
15,Feminino,1,7.3,55.0%,Sim,Falta de Interesse,1871,Rural,1
18,Masculino,1,9.3,54.4%,Não,Problemas Familiares,4248,Rural,1
16,Feminino,1,8.0,66.0%,Não,Falta de Apoio Familiar,4170,Urbana,1
16,Masculino,1,5.4,94.8%,Sim,Falta de Apoio Familiar,4240,Urbana,1
17,Masculino,2,9.1,61.0%,Sim,Falta de Apoio Escolar,2265,Rural,1
15,Masculino,3,7.1,71.9%,Sim,Falta de Apoio Familiar,2892,Rural,1
16,Feminino,1,9.0,78.3%,Sim,Outros,2650,Rural,1
18,Feminino,2,6.0,100.0%,Não,Problemas de Saúde,1873,Urbana,1
15,Feminino,2,7.8,86.7%,Sim,Problemas de Saúde,1315,Urbana,1
17,Masculino,1,7.1,66.6%,Não,0,2249,Urbana,0
16,Masculino,2,9.7,74.0%,Sim,0,1594,Rural,0
18,Masculino,2,9.2,56.7%,Não,Outros,4311,Urbana,1
17,Feminino,1,8.9,58.9%,Sim,Problemas Familiares,2098,Urbana,1
15,Masculino,1,5.8,80.9%,Não,Outros,1311,Urbana,1
15,Feminino,1,8.8,95.1%,Sim,Outros,3020,Rural,1
18,Masculino,2,10.0,67.4%,Sim,Falta de Apoio Escolar,3788,Urbana,1
18,Feminino,3,9.8,96.7%,Sim,Problemas Familiares,4850,Urbana,1
17,Feminino,3,7.9,69.0%,Não,Problemas Financeiros,791,Rural,1
18,Masculino,3,9.8,52.9%,Não,Problemas de Saúde,2494,Urbana,1
15,Masculino,1,8.5,93.1%,Não,Problemas Familiares,834,Urbana,1
16,Masculino,3,7.9,60.6%,Não,0,2036,Rural,0
17,Feminino,1,8.6,60.8%,Não,Falta de Apoio Familiar,2900,Urbana,1
16,Feminino,1,8.3,51.5%,Sim,Problemas Familiares,1281,Urbana,1
16,Feminino,3,8.9,54.9%,Sim,Problemas Familiares,653,Urbana,1
15,Masculino,3,5.8,96.1%,Sim,Problemas Financeiros,4815,Urbana,1
15,Masculino,1,6.1,91.4%,Sim,Falta de Apoio Escolar,3434,Urbana,1
18,Feminino,3,9.1,92.1%,Sim,Problemas Familiares,739,Rural,1
15,Feminino,3,9.5,62.0%,Sim,Problemas Financeiros,2309,Urbana,1
15,Feminino,2,8.6,91.6%,Não,Problemas de Saúde,2026,Urbana,1
17,Feminino,1,5.6,68.5%,Sim,Problemas de Saúde,1020,Urbana,1
15,Masculino,1,5.5,94.1%,Não,Problemas de Saúde,4759,Rural,1
15,Feminino,1,8.5,93.6%,Sim,Problemas Familiares,1156,Urbana,1
17,Feminino,1,9.5,54.6%,Não,Problemas Familiares,2775,Rural,1
15,Feminino,1,8.4,82.0%,Não,Falta de Apoio Escolar,2282,Urbana,1
16,Masculino,1,7.0,71.3%,Sim,Falta de Apoio Familiar,2961,Rural,1
16,Feminino,2,6.5,77.4%,Sim,Outros,2182,Urbana,1
15,Feminino,3,6.8,67.8%,Sim,0,1719,Urbana,0
17,Masculino,2,9.4,92.6%,Não,Problemas de Saúde,1821,Rural,1
15,Masculino,2,5.9,84.1%,Sim,Falta de Interesse,4771,Urbana,1
16,Masculino,1,9.0,71.6%,Não,Problemas de Saúde,4670,Urbana,1
17,Masculino,2,8.0,74.2%,Sim,0,4312,Urbana,0
17,Feminino,3,9.8,75.7%,Não,Outros,1567,Rural,1
17,Masculino,1,9.3,81.0%,Sim,Problemas Familiares,658,Rural,1
16,Masculino,1,9.0,79.6%,Sim,Falta de Apoio Escolar,4750,Urbana,1
15,Feminino,2,5.0,69.7%,Não,Outros,4910,Urbana,1
17,Masculino,3,5.7,62.8%,Não,Outros,4657,Urbana,1
15,Masculino,1,8.7,84.6%,Sim,Outros,1824,Urbana,1
16,Masculino,3,9.2,82.0%,Sim,Falta de Apoio Escolar,1954,Rural,1
16,Masculino,3,8.9,74.4%,Não,Falta de Apoio Escolar,1457,Urbana,1
16,Masculino,3,9.5,59.0%,Sim,Problemas de Saúde,1827,Rural,1
18,Masculino,2,6.2,74.6%,Sim,Falta de Interesse,4501,Urbana,1
15,Feminino,3,8.4,67.4%,Não,Problemas Financeiros,2400,Rural,1
15,Masculino,2,9.4,85.0%,Sim,Outros,3983,Urbana,1
17,Feminino,1,6.0,97.1%,Não,Falta de Interesse,3005,Urbana,1
16,Feminino,2,9.9,76.0%,Sim,Outros,1769,Rural,1
18,Feminino,2,6.6,83.2%,Não,Falta de Apoio Familiar,767,Urbana,1
18,Feminino,3,7.6,50.0%,Sim,Falta de Apoio Familiar,4740,Rural,1
15,Feminino,1,9.8,69.6%,Não,0,1512,Urbana,0
15,Masculino,2,5.3,53.2%,Sim,Outros,4607,Rural,1
17,Masculino,3,8.5,87.6%,Não,Falta de Apoio Familiar,4921,Rural,1
16,Masculino,2,9.7,64.0%,Sim,0,4288,Rural,0
16,Masculino,1,8.3,80.5%,Sim,Outros,1287,Rural,1
17,Masculino,3,7.6,68.3%,Sim,Falta de Apoio Familiar,3054,Urbana,1
18,Feminino,3,8.1,64.1%,Sim,Falta de Apoio Escolar,4279,Rural,1
15,Masculino,3,6.9,66.2%,Sim,Problemas de Saúde,786,Rural,1
15,Feminino,1,8.8,89.0%,Sim,Problemas de Saúde,1678,Urbana,1
16,Masculino,3,8.1,55.8%,Sim,Falta de Apoio Escolar,961,Rural,1
18,Masculino,2,5.9,92.5%,Não,Problemas de Saúde,3366,Urbana,1
18,Masculino,2,6.9,55.6%,Não,0,1733,Urbana,0
16,Masculino,1,8.1,58.8%,Não,Outros,1617,Rural,1
16,Masculino,1,5.5,51.1%,Sim,Problemas Familiares,1381,Urbana,1
17,Masculino,2,8.6,80.4%,Sim,Falta de Apoio Escolar,4589,Rural,1
17,Masculino,1,5.6,90.2%,Não,Problemas Familiares,578,Urbana,1
18,Feminino,1,8.9,73.7%,Sim,Problemas de Saúde,3263,Urbana,1
16,Feminino,1,9.6,92.7%,Sim,Problemas de Saúde,2330,Urbana,1
18,Feminino,1,8.4,51.1%,Sim,Outros,1881,Urbana,1
17,Masculino,1,9.4,78.3%,Não,Outros,1603,Urbana,1
18,Feminino,3,7.5,98.3%,Não,Falta de Apoio Familiar,1047,Urbana,1
17,Masculino,3,8.4,98.1%,Não,Falta de Interesse,4948,Rural,1
15,Feminino,2,9.2,95.1%,Sim,Falta de Interesse,2556,Rural,1
15,Feminino,2,6.1,93.9%,Não,Problemas Familiares,3750,Urbana,1
17,Masculino,3,7.1,63.2%,Sim,Outros,544,Rural,1
18,Masculino,1,7.4,95.9%,Sim,Problemas Familiares,2146,Rural,1
16,Feminino,1,7.9,77.9%,Não,Problemas Familiares,4732,Urbana,1
18,Feminino,2,5.9,92.6%,Sim,Problemas de Saúde,4408,Rural,1
18,Masculino,2,9.5,70.7%,Sim,Problemas Financeiros,1732,Rural,1
15,Feminino,3,9.9,75.2%,Não,Problemas Familiares,2371,Rural,1
16,Feminino,1,7.5,60.0%,Sim,Problemas de Saúde,4450,Urbana,1
17,Feminino,2,7.4,80.8%,Não,Outros,1895,Rural,1
17,Masculino,3,5.6,76.7%,Sim,Falta de Interesse,1174,Urbana,1
17,Masculino,1,5.9,95.8%,Não,Problemas de Saúde,4721,Urbana,1
15,Masculino,1,8.9,56.6%,Não,Problemas Financeiros,1870,Rural,1
16,Masculino,2,9.0,75.4%,Não,Outros,2990,Rural,1
15,Masculino,3,8.7,73.0%,Não,Outros,3446,Rural,1
18,Masculino,3,8.4,51.6%,Não,Falta de Interesse,2394,Rural,1
16,Feminino,2,9.0,72.9%,Sim,Problemas Financeiros,576,Rural,1
16,Masculino,3,8.2,82.6%,Não,0,3196,Rural,0
16,Masculino,2,7.1,84.9%,Não,Outros,1648,Urbana,1
15,Masculino,2,8.9,61.5%,Sim,0,4504,Urbana,0
16,Masculino,2,7.2,70.7%,Sim,Problemas de Saúde,1004,Urbana,1
16,Masculino,3,7.4,63.5%,Não,Falta de Apoio Familiar,1729,Rural,1
18,Masculino,3,5.8,94.3%,Sim,Falta de Apoio Familiar,4848,Urbana,1
15,Masculino,3,5.5,85.2%,Não,Problemas de Saúde,3183,Rural,1
16,Masculino,2,5.2,72.4%,Não,Problemas de Saúde,3009,Rural,1
17,Masculino,1,7.4,92.6%,Não,Problemas Financeiros,3290,Urbana,1
15,Feminino,2,7.9,75.4%,Não,0,1763,Urbana,0
15,Feminino,1,6.1,53.4%,Não,Falta de Interesse,4160,Urbana,1
16,Masculino,1,6.4,66.8%,Não,0,2014,Rural,0
16,Feminino,2,9.3,85.5%,Não,Problemas Familiares,2241,Rural,1
17,Feminino,2,6.8,87.4%,Sim,0,4116,Rural,0
15,Feminino,2,6.9,91.7%,Não,Problemas Financeiros,1020,Urbana,1
18,Feminino,1,6.0,87.6%,Não,0,3767,Rural,0
18,Masculino,3,5.1,67.5%,Não,0,4346,Urbana,0
17,Feminino,1,9.2,75.9%,Não,Outros,1087,Rural,1
17,Masculino,2,5.5,93.2%,Não,Falta de Apoio Familiar,1023,Rural,1
18,Feminino,2,7.4,75.9%,Sim,0,3147,Urbana,0
17,Masculino,2,6.1,84.3%,Não,Falta de Apoio Familiar,3075,Rural,1
16,Feminino,1,6.5,65.5%,Sim,Problemas de Saúde,532,Urbana,1
18,Feminino,3,6.8,98.6%,Não,Outros,1375,Urbana,1
17,Feminino,2,8.4,77.0%,Não,Falta de Interesse,587,Urbana,1
18,Feminino,3,9.6,66.4%,Sim,Falta de Apoio Familiar,2412,Rural,1
15,Masculino,2,8.7,64.5%,Não,Falta de Apoio Familiar,3644,Urbana,1
16,Masculino,2,9.0,90.3%,Não,Falta de Apoio Escolar,4510,Rural,1
18,Feminino,2,8.5,79.2%,Não,Problemas Familiares,2437,Urbana,1
15,Feminino,3,5.5,57.0%,Sim,Falta de Apoio Familiar,4999,Rural,1
17,Masculino,1,8.2,56.6%,Sim,0,4061,Urbana,0
16,Feminino,3,6.5,58.8%,Sim,Problemas Financeiros,2480,Rural,1
16,Masculino,2,6.7,85.2%,Sim,Falta de Apoio Familiar,3849,Urbana,1
18,Masculino,3,9.2,91.2%,Sim,Falta de Apoio Escolar,4632,Urbana,1
15,Masculino,2,6.6,74.5%,Sim,0,3599,Urbana,0
15,Feminino,3,7.4,64.0%,Sim,0,3080,Rural,0
16,Masculino,2,7.6,77.1%,Sim,Problemas Financeiros,4065,Urbana,1
17,Feminino,2,9.8,57.0%,Não,Outros,2592,Urbana,1
17,Masculino,1,7.8,89.7%,Sim,Problemas Familiares,2191,Rural,1
15,Masculino,1,6.5,81.7%,Não,Outros,2515,Urbana,1
18,Masculino,3,9.4,72.0%,Não,Falta de Interesse,1225,Rural,1
17,Masculino,2,9.1,56.0%,Não,Outros,1877,Urbana,1
18,Feminino,1,7.3,91.3%,Não,0,915,Urbana,0
18,Masculino,3,5.2,73.1%,Não,Problemas Familiares,2993,Rural,1
18,Feminino,1,8.7,85.2%,Sim,Outros,3781,Rural,1
18,Masculino,2,7.7,97.2%,Não,0,2358,Rural,0
16,Masculino,1,6.9,60.5%,Não,Outros,3351,Rural,1
16,Masculino,3,8.7,67.6%,Não,Outros,2122,Rural,1
16,Feminino,3,9.8,71.2%,Não,Falta de Apoio Escolar,3580,Rural,1
16,Masculino,3,7.6,96.9%,Não,Falta de Apoio Escolar,1795,Urbana,1
16,Feminino,1,9.3,52.8%,Sim,Outros,1520,Urbana,1
16,Feminino,3,6.2,79.2%,Sim,Problemas Familiares,1120,Rural,1
15,Masculino,2,6.2,67.8%,Não,0,4478,Rural,0
18,Feminino,1,8.1,58.8%,Sim,Problemas Familiares,4165,Urbana,1
18,Feminino,2,5.3,88.7%,Não,Falta de Apoio Familiar,3925,Urbana,1
15,Feminino,1,10.0,63.6%,Não,Problemas Financeiros,2606,Rural,1
15,Feminino,2,7.9,77.1%,Sim,Falta de Apoio Familiar,4512,Rural,1
17,Masculino,2,7.6,83.3%,Sim,Problemas Financeiros,4800,Rural,1
15,Feminino,2,8.0,71.6%,Não,Outros,1458,Rural,1
17,Feminino,2,6.9,76.0%,Sim,Falta de Apoio Escolar,690,Urbana,1
18,Feminino,3,6.9,81.2%,Não,Falta de Apoio Familiar,1955,Urbana,1
15,Masculino,2,6.3,92.9%,Sim,Falta de Apoio Familiar,3732,Rural,1
16,Feminino,3,7.5,93.2%,Sim,Problemas Financeiros,3597,Urbana,1
17,Feminino,3,9.0,61.6%,Sim,Problemas de Saúde,2546,Rural,1
17,Feminino,3,9.1,98.8%,Sim,Falta de Apoio Familiar,4293,Rural,1
15,Masculino,2,7.3,96.2%,Sim,Problemas de Saúde,4662,Urbana,1
18,Feminino,1,8.0,77.0%,Sim,0,2063,Rural,0
16,Feminino,2,8.7,90.4%,Não,Problemas de Saúde,3051,Rural,1
15,Masculino,3,9.0,73.1%,Não,Problemas Financeiros,1446,Rural,1
17,Masculino,1,5.8,77.4%,Sim,Falta de Apoio Escolar,2268,Rural,1
17,Feminino,3,7.2,99.8%,Sim,Problemas de Saúde,4870,Rural,1
17,Masculino,1,8.4,71.5%,Sim,Problemas Financeiros,557,Rural,1
15,Masculino,2,6.8,76.6%,Não,Falta de Apoio Familiar,1864,Rural,1
18,Masculino,2,8.6,78.0%,Não,Problemas Familiares,4614,Urbana,1
17,Feminino,3,7.8,71.1%,Não,Falta de Interesse,1646,Urbana,1
15,Masculino,2,6.8,77.0%,Sim,Problemas Familiares,3227,Rural,1
15,Masculino,2,8.5,83.6%,Não,Falta de Interesse,4007,Rural,1
15,Feminino,3,6.5,92.4%,Não,Problemas Familiares,780,Rural,1
16,Masculino,2,7.1,58.8%,Sim,Falta de Apoio Escolar,4598,Rural,1
18,Feminino,3,8.7,64.7%,Sim,Outros,3709,Rural,1
15,Masculino,1,7.8,84.7%,Não,Falta de Apoio Escolar,1275,Urbana,1
18,Feminino,3,6.7,51.4%,Sim,Problemas Familiares,3509,Urbana,1
18,Feminino,3,9.0,52.5%,Não,Falta de Interesse,3561,Rural,1
17,Feminino,3,8.6,90.7%,Não,0,2374,Rural,0
18,Masculino,2,8.9,58.3%,Não,Falta de Interesse,1083,Rural,1
17,Masculino,2,9.4,86.0%,Sim,Falta de Apoio Escolar,1969,Rural,1
16,Masculino,3,7.3,73.7%,Não,0,4555,Rural,0
17,Masculino,2,9.8,83.5%,Não,Outros,999,Urbana,1
17,Feminino,1,5.2,53.4%,Sim,Problemas Familiares,1309,Urbana,1
17,Masculino,1,6.6,88.4%,Não,Falta de Apoio Escolar,1838,Urbana,1
16,Feminino,3,8.3,57.2%,Não,Problemas Familiares,2966,Rural,1
18,Feminino,3,9.9,85.7%,Sim,Falta de Interesse,4028,Rural,1
16,Masculino,2,7.7,71.8%,Não,Problemas de Saúde,3568,Urbana,1
17,Feminino,3,6.1,88.4%,Sim,Problemas de Saúde,1408,Rural,1
17,Masculino,1,7.8,70.1%,Sim,Problemas de Saúde,4573,Rural,1
16,Masculino,3,9.8,91.3%,Não,Outros,2045,Urbana,1
18,Feminino,1,9.3,89.1%,Sim,0,2007,Urbana,0
17,Feminino,2,9.6,62.9%,Sim,Falta de Interesse,1253,Rural,1
15,Feminino,3,9.9,88.0%,Sim,Problemas Familiares,4518,Urbana,1
17,Masculino,3,9.5,84.6%,Sim,Problemas Financeiros,1687,Rural,1
16,Feminino,1,9.0,65.1%,Não,Falta de Apoio Familiar,4449,Rural,1
15,Masculino,1,5.0,85.1%,Não,Problemas Familiares,1346,Urbana,1
15,Masculino,2,6.9,98.0%,Não,Outros,1096,Rural,1
16,Feminino,3,9.4,95.5%,Não,Outros,4833,Rural,1
15,Feminino,2,9.9,93.1%,Sim,Falta de Apoio Escolar,2834,Rural,1
16,Feminino,1,5.6,58.3%,Não,Falta de Apoio Familiar,3030,Urbana,1
15,Feminino,2,6.0,64.7%,Sim,0,3264,Rural,0
17,Masculino,3,5.4,51.5%,Sim,Problemas Familiares,1818,Rural,1
16,Masculino,2,8.9,60.6%,Sim,Falta de Apoio Familiar,3826,Urbana,1
15,Feminino,1,7.9,64.0%,Não,Problemas Financeiros,4033,Rural,1
18,Masculino,2,5.0,57.7%,Sim,Problemas de Saúde,3459,Rural,1
15,Feminino,2,7.3,96.8%,Sim,Falta de Interesse,1128,Rural,1
16,Masculino,2,8.6,69.4%,Não,Problemas de Saúde,4564,Rural,1
15,Feminino,2,8.1,78.1%,Não,Outros,837,Rural,1
16,Masculino,1,7.5,56.1%,Sim,Falta de Apoio Escolar,842,Urbana,1
16,Feminino,3,5.5,64.0%,Não,Problemas Financeiros,1222,Rural,1
15,Masculino,1,8.6,84.4%,Sim,Problemas Financeiros,1671,Rural,1
15,Masculino,2,9.7,68.3%,Sim,Problemas de Saúde,2155,Rural,1
16,Feminino,3,5.9,63.6%,Não,Problemas Financeiros,4654,Rural,1
15,Feminino,1,8.3,91.8%,Sim,0,1813,Rural,0
18,Masculino,3,7.0,62.1%,Não,Falta de Apoio Familiar,1038,Urbana,1
16,Masculino,1,8.4,78.8%,Não,Problemas Familiares,3962,Urbana,1
17,Masculino,1,8.6,63.8%,Sim,Problemas de Saúde,2121,Urbana,1
17,Feminino,1,5.1,57.5%,Sim,Falta de Interesse,1040,Urbana,1
16,Feminino,1,9.2,55.9%,Não,Falta de Apoio Escolar,4558,Urbana,1
18,Masculino,3,9.1,57.3%,Sim,Falta de Apoio Escolar,4758,Rural,1
17,Feminino,2,6.7,70.4%,Sim,Problemas Familiares,584,Urbana,1
15,Feminino,2,7.3,80.1%,Sim,Problemas de Saúde,1621,Rural,1
17,Masculino,3,8.4,63.5%,Sim,Falta de Apoio Escolar,2352,Rural,1
18,Feminino,1,7.3,80.4%,Não,Falta de Apoio Escolar,2884,Urbana,1
18,Masculino,2,5.6,51.9%,Sim,Outros,1948,Urbana,1
16,Masculino,2,7.5,66.5%,Não,Problemas de Saúde,2359,Rural,1
15,Feminino,2,9.6,95.6%,Sim,Problemas de Saúde,4879,Rural,1
17,Feminino,3,8.7,60.1%,Não,Problemas de Saúde,4859,Urbana,1
17,Feminino,1,9.1,94.9%,Não,Falta de Interesse,1545,Rural,1
17,Masculino,3,5.4,71.1%,Não,Falta de Apoio Escolar,1473,Urbana,1
15,Feminino,2,5.6,60.5%,Sim,0,3505,Rural,0
15,Feminino,2,6.3,78.6%,Não,Falta de Interesse,4465,Urbana,1
17,Feminino,3,8.3,94.9%,Sim,0,4697,Urbana,0
17,Feminino,3,7.7,92.7%,Não,Falta de Apoio Escolar,3146,Urbana,1
16,Masculino,3,9.2,93.3%,Sim,Falta de Interesse,719,Urbana,1
16,Feminino,2,6.4,83.6%,Não,0,2204,Urbana,0
15,Masculino,2,5.3,54.8%,Não,Falta de Interesse,2146,Urbana,1
15,Feminino,1,7.8,64.4%,Sim,Problemas Financeiros,2639,Urbana,1
15,Feminino,2,8.1,71.1%,Não,Falta de Apoio Escolar,1140,Rural,1
16,Masculino,3,7.9,73.4%,Não,0,3788,Rural,0
18,Feminino,2,6.1,92.4%,Não,Falta de Apoio Escolar,1103,Rural,1
17,Feminino,3,9.5,77.2%,Não,Problemas Financeiros,2742,Urbana,1
16,Feminino,3,5.5,67.7%,Sim,Problemas Familiares,3078,Urbana,1
